RX Date/Time,Mask Temp(field 1),Room Temp(field 2),Delta(field 3),Tank Temp(field 4)
2022/07/15/ 17:19:34::831,Temp Test,15.25,22.0625,9.625,6.8125
2022/07/15/ 17:19:39::895,Temp Test,15.25,22.0625,9.6875,6.8125
2022/07/15/ 17:19:44::958,Temp Test,15.25,22.0625,9.625,6.8125
2022/07/15/ 17:19:50::022,Temp Test,15.25,22.0625,9.6875,6.8125
2022/07/15/ 17:19:55::086,Temp Test,15.25,22.0625,9.6875,6.8125
2022/07/15/ 17:20:00::150,Temp Test,15.25,22.0625,9.6875,6.8125
2022/07/15/ 17:20:05::214,Temp Test,15.25,22.0625,9.6875,6.8125
2022/07/15/ 17:20:10::280,Temp Test,15.25,22.0625,9.6875,6.8125
2022/07/15/ 17:20:15::344,Temp Test,15.25,22.0625,9.6875,6.8125
2022/07/15/ 17:20:20::407,Temp Test,15.25,22.0625,9.75,6.8125
2022/07/15/ 17:20:25::472,Temp Test,15.3125,22.0625,9.75,6.75
2022/07/15/ 17:20:30::536,Temp Test,15.3125,22.125,9.75,6.8125
2022/07/15/ 17:20:35::600,Temp Test,15.3125,22.0625,9.8125,6.75
2022/07/15/ 17:20:40::663,Temp Test,15.3125,22.0625,9.75,6.75
2022/07/15/ 17:20:45::727,Temp Test,15.3125,22.125,9.75,6.8125
2022/07/15/ 17:20:50::791,Temp Test,15.3125,22.0625,9.75,6.75
2022/07/15/ 17:20:55::855,Temp Test,15.3125,22.0625,9.8125,6.75
2022/07/15/ 17:21:00::920,Temp Test,15.3125,22.0625,9.8125,6.75
2022/07/15/ 17:21:05::984,Temp Test,15.3125,22.0625,9.8125,6.75
2022/07/15/ 17:21:11::048,Temp Test,15.375,22.0625,9.8125,6.6875
2022/07/15/ 17:21:16::112,Temp Test,15.375,22.0625,9.875,6.6875
2022/07/15/ 17:21:21::176,Temp Test,15.375,22.0625,9.8125,6.6875
2022/07/15/ 17:21:26::240,Temp Test,15.375,22.0625,9.875,6.6875
2022/07/15/ 17:21:31::303,Temp Test,15.4375,22.0625,9.8125,6.625
2022/07/15/ 17:21:36::367,Temp Test,15.4375,22.0625,9.875,6.625
2022/07/15/ 17:21:41::434,Temp Test,15.4375,22.0625,9.875,6.625
2022/07/15/ 17:21:46::497,Temp Test,15.4375,22.0625,9.875,6.625
2022/07/15/ 17:21:51::562,Temp Test,15.5,22.125,9.875,6.625
2022/07/15/ 17:21:56::626,Temp Test,15.4375,22.0625,9.875,6.625
2022/07/15/ 17:22:01::690,Temp Test,15.5,22.0625,9.9375,6.5625
2022/07/15/ 17:22:06::754,Temp Test,15.5,22.0625,9.875,6.5625
2022/07/15/ 17:22:11::826,Temp Test,15.5,22.0625,9.9375,6.5625
2022/07/15/ 17:22:16::882,Temp Test,15.5,22.0625,9.9375,6.5625
2022/07/15/ 17:22:21::945,Temp Test,15.5,22.125,9.9375,6.625
2022/07/15/ 17:22:27::009,Temp Test,15.5,22.0625,9.9375,6.5625
2022/07/15/ 17:22:32::073,Temp Test,15.5,22.0625,10.0,6.5625
2022/07/15/ 17:22:37::138,Temp Test,15.5625,22.125,10.0,6.5625
2022/07/15/ 17:22:42::202,Temp Test,15.5625,22.125,9.9375,6.5625
2022/07/15/ 17:22:47::266,Temp Test,15.5625,22.125,10.0,6.5625
2022/07/15/ 17:22:52::329,Temp Test,15.5625,22.0625,10.0,6.5
2022/07/15/ 17:22:57::393,Temp Test,15.5625,22.0625,10.0,6.5
2022/07/15/ 17:23:02::457,Temp Test,15.5625,22.125,10.0,6.5625
2022/07/15/ 17:23:07::522,Temp Test,15.5625,22.125,10.0625,6.5625
2022/07/15/ 17:23:12::585,Temp Test,15.625,22.125,10.0625,6.5
2022/07/15/ 17:23:17::652,Temp Test,15.5625,22.125,10.0625,6.5625
2022/07/15/ 17:23:22::723,Temp Test,15.5625,22.125,10.0625,6.5625
2022/07/15/ 17:23:27::779,Temp Test,15.5625,22.125,10.0625,6.5625
2022/07/15/ 17:23:32::843,Temp Test,15.5625,22.125,10.125,6.5625
2022/07/15/ 17:23:37::907,Temp Test,15.5625,22.125,10.0625,6.5625
2022/07/15/ 17:23:42::971,Temp Test,15.625,22.125,10.125,6.5
2022/07/15/ 17:23:48::034,Temp Test,15.625,22.125,10.125,6.5
2022/07/15/ 17:23:53::098,Temp Test,15.625,22.125,10.125,6.5
2022/07/15/ 17:23:58::162,Temp Test,15.625,22.125,10.125,6.5
2022/07/15/ 17:24:03::226,Temp Test,15.625,22.125,10.1875,6.5
2022/07/15/ 17:24:08::290,Temp Test,15.625,22.125,10.125,6.5
2022/07/15/ 17:24:13::354,Temp Test,15.6875,22.125,10.1875,6.4375
2022/07/15/ 17:24:18::426,Temp Test,15.6875,22.125,10.1875,6.4375
2022/07/15/ 17:24:23::482,Temp Test,15.625,22.125,10.1875,6.5
2022/07/15/ 17:24:28::547,Temp Test,15.6875,22.0625,10.1875,6.375
2022/07/15/ 17:24:33::610,Temp Test,15.6875,22.0625,10.1875,6.375
2022/07/15/ 17:24:38::674,Temp Test,15.6875,22.125,10.25,6.4375
2022/07/15/ 17:24:43::738,Temp Test,15.625,22.125,10.1875,6.5
2022/07/15/ 17:24:48::805,Temp Test,15.6875,22.125,10.25,6.4375
2022/07/15/ 17:24:53::868,Temp Test,15.6875,22.125,10.25,6.4375
2022/07/15/ 17:24:58::932,Temp Test,15.6875,22.125,10.25,6.4375
2022/07/15/ 17:25:03::996,Temp Test,15.6875,22.125,10.25,6.4375
2022/07/15/ 17:25:09::060,Temp Test,15.6875,22.125,10.25,6.4375
2022/07/15/ 17:25:14::135,Temp Test,15.6875,22.125,10.3125,6.4375
2022/07/15/ 17:25:19::188,Temp Test,15.75,22.125,10.3125,6.375
2022/07/15/ 17:25:24::252,Temp Test,15.75,22.125,10.3125,6.375
2022/07/15/ 17:25:29::322,Temp Test,15.75,22.125,10.3125,6.375
2022/07/15/ 17:25:34::381,Temp Test,15.6875,22.125,10.3125,6.4375
2022/07/15/ 17:25:39::444,Temp Test,15.6875,22.125,10.3125,6.4375
2022/07/15/ 17:25:44::508,Temp Test,15.6875,22.125,10.3125,6.4375
2022/07/15/ 17:25:49::572,Temp Test,15.75,22.125,10.3125,6.375
2022/07/15/ 17:25:54::636,Temp Test,15.75,22.125,10.375,6.375
2022/07/15/ 17:25:59::700,Temp Test,15.75,22.125,10.3125,6.375
2022/07/15/ 17:26:04::764,Temp Test,15.75,22.125,10.375,6.375
2022/07/15/ 17:26:09::827,Temp Test,15.75,22.125,10.375,6.375
2022/07/15/ 17:26:14::891,Temp Test,15.75,22.125,10.4375,6.375
2022/07/15/ 17:26:19::957,Temp Test,15.75,22.125,10.375,6.375
2022/07/15/ 17:26:25::022,Temp Test,15.75,22.1875,10.375,6.4375
2022/07/15/ 17:26:30::086,Temp Test,15.75,22.125,10.4375,6.375
2022/07/15/ 17:26:35::150,Temp Test,15.75,22.1875,10.4375,6.4375
2022/07/15/ 17:26:40::214,Temp Test,15.75,22.125,10.4375,6.375
2022/07/15/ 17:26:45::277,Temp Test,15.75,22.125,10.4375,6.375
2022/07/15/ 17:26:50::341,Temp Test,15.75,22.1875,10.4375,6.4375
2022/07/15/ 17:26:55::405,Temp Test,15.75,22.125,10.4375,6.375
2022/07/15/ 17:27:00::469,Temp Test,15.75,22.1875,10.4375,6.4375
2022/07/15/ 17:27:05::534,Temp Test,15.75,22.1875,10.4375,6.4375
2022/07/15/ 17:27:10::597,Temp Test,15.75,22.125,10.4375,6.375
2022/07/15/ 17:27:15::661,Temp Test,15.75,22.1875,10.4375,6.4375
2022/07/15/ 17:27:20::725,Temp Test,15.8125,22.125,10.5,6.3125
2022/07/15/ 17:27:25::789,Temp Test,15.8125,22.125,10.5,6.3125
2022/07/15/ 17:27:30::853,Temp Test,15.8125,22.125,10.5,6.3125
2022/07/15/ 17:27:35::924,Temp Test,15.75,22.125,10.5,6.375
2022/07/15/ 17:27:40::981,Temp Test,15.8125,22.1875,10.5,6.375
2022/07/15/ 17:27:46::045,Temp Test,15.8125,22.125,10.5625,6.3125
2022/07/15/ 17:27:51::110,Temp Test,15.8125,22.125,10.5,6.3125
2022/07/15/ 17:27:56::175,Temp Test,15.8125,22.1875,10.5625,6.375
2022/07/15/ 17:28:01::239,Temp Test,15.8125,22.1875,10.5625,6.375
2022/07/15/ 17:28:06::303,Temp Test,15.8125,22.125,10.5625,6.3125
2022/07/15/ 17:28:11::367,Temp Test,15.75,22.1875,10.5625,6.4375
2022/07/15/ 17:28:16::431,Temp Test,15.8125,22.1875,10.5625,6.375
2022/07/15/ 17:28:21::495,Temp Test,15.875,22.1875,10.5625,6.3125
2022/07/15/ 17:28:26::558,Temp Test,15.875,22.1875,10.5625,6.3125
2022/07/15/ 17:28:31::622,Temp Test,15.8125,22.1875,10.625,6.375
2022/07/15/ 17:28:36::686,Temp Test,15.875,22.1875,10.625,6.3125
2022/07/15/ 17:28:41::751,Temp Test,15.875,22.1875,10.625,6.3125
2022/07/15/ 17:28:46::815,Temp Test,15.875,22.1875,10.625,6.3125
2022/07/15/ 17:28:51::878,Temp Test,15.875,22.1875,10.625,6.3125
2022/07/15/ 17:28:56::942,Temp Test,15.875,22.1875,10.6875,6.3125
2022/07/15/ 17:29:02::006,Temp Test,15.875,22.1875,10.625,6.3125
2022/07/15/ 17:29:07::070,Temp Test,15.875,22.1875,10.625,6.3125
2022/07/15/ 17:29:12::135,Temp Test,15.875,22.1875,10.6875,6.3125
2022/07/15/ 17:29:17::198,Temp Test,15.875,22.1875,10.6875,6.3125
2022/07/15/ 17:29:22::264,Temp Test,15.875,22.25,10.6875,6.375
2022/07/15/ 17:29:27::328,Temp Test,15.875,22.1875,10.6875,6.3125
2022/07/15/ 17:29:32::392,Temp Test,15.875,22.1875,10.6875,6.3125
2022/07/15/ 17:29:37::456,Temp Test,15.9375,22.1875,10.6875,6.25
2022/07/15/ 17:29:42::526,Temp Test,15.875,22.1875,10.6875,6.3125
2022/07/15/ 17:29:47::583,Temp Test,15.875,22.1875,10.6875,6.3125
2022/07/15/ 17:29:52::647,Temp Test,15.875,22.1875,10.75,6.3125
2022/07/15/ 17:29:57::711,Temp Test,15.9375,22.1875,10.75,6.25
2022/07/15/ 17:30:02::775,Temp Test,15.875,22.1875,10.75,6.3125
2022/07/15/ 17:30:07::839,Temp Test,15.875,22.1875,10.75,6.3125
2022/07/15/ 17:30:12::902,Temp Test,15.875,22.1875,10.8125,6.3125
2022/07/15/ 17:30:17::967,Temp Test,15.875,22.1875,10.75,6.3125
2022/07/15/ 17:30:23::031,Temp Test,15.9375,22.1875,10.8125,6.25
2022/07/15/ 17:30:28::095,Temp Test,15.875,22.1875,10.75,6.3125
2022/07/15/ 17:30:33::158,Temp Test,15.9375,22.1875,10.75,6.25
2022/07/15/ 17:30:38::222,Temp Test,15.9375,22.1875,10.8125,6.25
2022/07/15/ 17:30:43::286,Temp Test,15.9375,22.25,10.8125,6.3125
2022/07/15/ 17:30:48::350,Temp Test,15.9375,22.1875,10.8125,6.25
2022/07/15/ 17:30:53::424,Temp Test,15.9375,22.25,10.8125,6.3125
2022/07/15/ 17:30:58::481,Temp Test,15.9375,22.1875,10.8125,6.25
2022/07/15/ 17:31:03::544,Temp Test,15.9375,22.1875,10.8125,6.25
2022/07/15/ 17:31:08::608,Temp Test,15.9375,22.1875,10.8125,6.25
2022/07/15/ 17:31:13::672,Temp Test,15.9375,22.25,10.875,6.3125
2022/07/15/ 17:31:18::736,Temp Test,15.9375,22.25,10.8125,6.3125
2022/07/15/ 17:31:23::800,Temp Test,15.9375,22.25,10.875,6.3125
2022/07/15/ 17:31:28::863,Temp Test,15.9375,22.25,10.875,6.3125
2022/07/15/ 17:31:33::928,Temp Test,15.9375,22.1875,10.9375,6.25
2022/07/15/ 17:31:38::991,Temp Test,15.9375,22.1875,10.875,6.25
2022/07/15/ 17:31:44::055,Temp Test,15.9375,22.1875,10.875,6.25
2022/07/15/ 17:31:49::138,Temp Test,16.0,22.1875,10.9375,6.1875
2022/07/15/ 17:31:54::184,Temp Test,16.0,22.1875,10.9375,6.1875
2022/07/15/ 17:31:59::247,Temp Test,16.0,22.25,10.9375,6.25
2022/07/15/ 17:32:04::311,Temp Test,16.0,22.1875,10.9375,6.1875
2022/07/15/ 17:32:09::375,Temp Test,16.0,22.1875,10.9375,6.1875
2022/07/15/ 17:32:14::439,Temp Test,16.0,22.1875,10.9375,6.1875
2022/07/15/ 17:32:19::503,Temp Test,16.0,22.25,10.9375,6.25
2022/07/15/ 17:32:24::568,Temp Test,16.0625,22.1875,11.0,6.125
2022/07/15/ 17:32:29::633,Temp Test,16.0,22.1875,10.9375,6.1875
2022/07/15/ 17:32:34::698,Temp Test,16.0625,22.1875,10.9375,6.125
2022/07/15/ 17:32:39::762,Temp Test,16.0625,22.1875,10.9375,6.125
